name,xcoord,ycoord,City_ethnic,Constitution,Region,Size_of_Territory,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation
544-Pydna,22.58333333,40.41666667,Pydnaios,NR,26,3,0,val2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
619-Tinde,23,40.41666667,Tindaios,"Dem,Ol",47,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579-Kithas,23.08333333,40.41666667,,NR,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562-Anthemous,23.75,40.41666667,Anthemountios,Dem,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667-Krithote,26.66666667,40.41666667,Krithousiod,Tyr,31,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
755-Paisos,26.83333333,40.41666667,Paisenos,Tyr,34,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
756-Parion,27,40.41666667,Parianos,NR,34,5,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
758-Priapos,27.33333333,40.41666667,Priapenos,Tyr,34,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736-Artake,27.83333333,40.41666667,Artakenos,NR,34,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747-Kyzikos,27.91666667,40.41666667,Kyzikenos,"Bas,Dem,Tyr",34,5,1,val2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,1
757-Plakia,28.25,40.41666667,Plakianos,NR,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761-Skylake,28.41666667,40.41666667,,NR,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740-Daskyleion,28.66666667,40.41666667,Daskyleianos,NR,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763-Tereia,28.75,40.41666667,,Dem,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745-Kios,29.16666667,40.41666667,Kianos,NR,34,5,1,val2,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
760-Pythopolis,29.41666667,40.41666667,Pythopolites,NR,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71-Taras,17.25,40.5,Tarantinos,NR,3,4,1,val1,0,0,0,0,1,0,0,0,0,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
101-Nikaia,19.75,40.5,,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
533-Beroia,22.16666667,40.5,Beroiaios,NR,26,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
529-Aigeai,22.25,40.5,Aigaios,NR,26,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0
541-Methone,22.58333333,40.5,Methonaios,NR,26,3,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
557-Aineia,22.83333333,40.5,Aineiates,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568-Dikaia,22.91666667,40.5,Dikaiopolites,NR,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569-Dion,22.91666667,40.5,Dieus,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
615-Strepsa,23.16666667,40.5,Strepsaios,NR,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460-Aigiale,25.58333333,40.5,Aigialeus,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
661-Chersonesos/Agora,26.75,40.5,Chersonesites,NR,31,3,1,val2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
671-Paktye,26.75,40.5,,Tyr,31,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92-Byllis,19.75,40.58333333,Byllion,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
532-Aloros,22.5,40.58333333,Alories,Ol,26,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
552-Therme,22.91666667,40.58333333,,Dem,53,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575-Kalindoia,23.33333333,40.58333333,,NR,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613-Stagiros,23.75,40.58333333,Stagirites,NR,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
665-Kardia,26.75,40.58333333,Kardianos,NR,31,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
681-Tyrodize,27.08333333,40.58333333,Tyrodizenos,Ol,32,5,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738-Bysbikos,28.5,40.58333333,Bysbikenos,NR,34,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78-Brentesion,18,40.66666667,Brendesinos,"Dem,Ol",4,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542-Mieza,22.08333333,40.66666667,Miezaios/Miezeus,NR,26,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
548-Chalestra,22.75,40.66666667,,NR,53,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551-Sindos,22.75,40.66666667,Sindonaios,NR,53,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545-Apollonia,23.5,40.66666667,Apolloniates,NR,53,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
546-Arethousa,23.66666667,40.66666667,Arethousios,NR,53,2,0,val2,1,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
547-Bormiskos,23.66666667,40.66666667,,NR,53,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
662-Deris,26.83333333,40.66666667,Deraios,Tyr,31,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677-Neapolis,27.16666667,40.66666667,Neapolites,NR,32,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65-Pithekoussai,13.91666667,40.75,Pithekoussaios,NR,3,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
77-Apollonia,19.5,40.75,Apolloniates,NR,4,5,0,val1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
535-Edessa,22.08333333,40.75,Edessaios,NR,26,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
543-Pella,22.5,40.75,Pellaios,NR,26,4,0,val2,0,0,0,0,0,0,0,0,0,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0
531-Allante,22.58333333,40.75,Allantaios,NR,26,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538-Ichnai,22.58333333,40.75,Ichnaios,NR,26,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549-Herakleia,22.66666667,40.75,Herakleotes,NR,53,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550-Lete,23,40.75,Letaios,NR,53,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554-Argilos,23.83333333,40.75,Argilios,NR,48,2,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
630-Eion,23.83333333,40.75,,NR,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
636-Phagres,23.91666667,40.75,Phagresios,32,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
631-Galepsos,24,40.75,Galepsios,NR,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
627-Apollonia,24.16666667,40.75,,NR,28,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526-Thera,24.75,40.75,Theraios,NR,25,2,1,val2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1
641-Ainos,26.08333333,40.75,Ainios,NR,29,4,0,val2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737-Astakos,29.91666667,40.75,Astakenos,NR,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57-Kyme,14.08333333,40.83333333,Kymaios,NR,3,4,1,val1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,5
63-Neapolis,14.25,40.83333333,Neapolites,NR,3,1,1,val1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
539-Kyrrhos,22.25,40.83333333,Kyrrhestes,NR,26,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540-Leibethra,22.5,40.83333333,Leibethrios,NR,26,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
555-Tra_los,23.75,40.83333333,Tra_lios,NR,48,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553-Amphipolis,23.83333333,40.83333333,Amphipolites,NR,48,0,1,val2,0,0,0,0,1,0,0,0,0,1,1,10,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0
635-Oisyme,24.33333333,40.83333333,Oisymaios,NR,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
646-Maroneia,25.5,40.83333333,Maronites,NR,29,5,0,val2,0,0,0,0,0,0,0,0,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
647-Mesambrie,25.66666667,40.83333333,,NR,29,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
651-Zone,25.75,40.83333333,Zonaios,NR,29,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
649-Sale,25.91666667,40.83333333,,NR,29,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536-Europos,22.58333333,40.91666667,Europaios,NR,26,0,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
628-Berga,23.5,40.91666667,Bergaios,NR,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
633-Myrkinos,23.83333333,40.91666667,Myrkinios,Dem,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
629-Datos,24.33333333,40.91666667,Datenos,NR,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634-Neapolis,24.41666667,40.91666667,Neapolites,NR,28,2,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
640-Abdera,25,40.91666667,Abderites,NR,29,5,0,val2,0,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1
650-Stryme,25.33333333,40.91666667,,NR,29,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
645-Kypsela,26.41666667,40.91666667,,NR,29,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719-Kerasous,38.33333333,40.91666667,Kerasountios,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632-Krenides,24.25,41,Krenites,Tyr,28,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637-Philippoi,24.25,41,Philippeus,NR,28,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
638-Pistyros,24.58333333,41,,NR,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
643-Dikaia,25.16666667,41,,NR,29,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
653-Apros,27.08333333,41,,NR,30,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673-Bisanthe,27.5,41,Bisanthenos,"Dem,Ol,Tyr",32,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
678-Perinthos,28,41,Perinthios,NR,32,5,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
674-Byzantion,28.91666667,41,Byzantios,NR,32,5,0,val2,0,0,0,0,0,0,0,0,3,3,0,0,1,3,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,1
743-Kalchedon,29,41,Kalchedonios,NR,34,5,0,val2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
722-Kotyora,37.83333333,41,Kotyorites,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
734-Trapezous,39.75,41,Trapezountios,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727-Odeinios,40.75,41,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639-Sirra,23.58333333,41.08333333,Sirraios,Dem,28,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642-Bergepolis,25,41.08333333,Bergepolites,NR,29,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679-Selymbria,28.25,41.08333333,Selymbrianos,NR,32,4,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
730-Stameneia,37.75,41.08333333,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716-Iasonia,37.66666667,41.16666667,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715-Herakleia,31.41666667,41.25,Herakleotai,NR,61,5,0,val2,1,0,0,0,2,0,0,1,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
732-Themiskyra,37,41.25,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79-Epidamnos/Dyrrhachion,19.41666667,41.33333333,Epidamnios/Dyrrachinos,NR,4,0,1,val1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
712-Amisos/Peiraieus,36.33333333,41.33333333,Amisenos,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84-Pharos,16.58333333,41.58333333,Pharios,NR,4,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
733-Tieion,32,41.58333333,Tianos,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82-Lissos,19.58333333,41.75,Lissates,NR,4,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
728-Sesamos/Amastris,32.41666667,41.75,Sesamenos/Amastrianos,"Dem,Ol",61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723-Kromna,32.66666667,41.83333333,Kromnites,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718-Karoussa,35.16666667,41.83333333,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724-Kytoros,32.91666667,41.91666667,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721-Koloussa,34.25,41.91666667,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717-Karambis,33.33333333,42,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720-Kinolis,34.16666667,42,,NR,61,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729-Sinope,35.16666667,42,Sinopeus,NR,61,5,1,val2,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
711-Phasis,41.75,42.08333333,Phasianos,Dem,63,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2-Emporion,3.166666667,42.16666667,Emporites,"Dem,Ol,Pol",1,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1-Alalie,10.16666667,42.16666667,,NR,1,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
655-Philoppopolis,24.75,42.16666667,Philippolites,NR,30,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Rhode,23.16666667,42.25,Rhodetes,Tyr,1,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654-Kabyle,26.5,42.5,Kabylenos,NR,30,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657-Seuthopolis,25.33333333,42.66666667,,NR,30,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687-Mesambria,27.75,42.66666667,Mesambrianos,NR,62,5,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
682-Apollonia,27.66666667,42.75,Apolloniates,NR,62,5,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
710-Gyenos,41.41666667,42.75,,NR,63,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709-Dioskouris,41,43,,NR,63,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81-Issa,16.08333333,43.08333333,Issaios,NR,4,3,1,val1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
689-Odessos,27.91666667,43.25,Odesseites,"Dem,Ol,Tyr",62,5,0,val2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
684-Dionysopolis,28.16666667,43.41666667,,"Dem,Ol",62,4,0,val2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683-Bizone,28.33333333,43.41666667,Bizonites,NR,62,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Massalia,5.366666667,43.46666667,Massaliotes,NR,1,2,0,val1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2
76-Ankon,13.5,43.58333333,Ankonites,Dem,4,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
686-Kallatis,28.58333333,43.83333333,Kallatianos,NR,62,5,0,val2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
693-Tomis,28.66666667,44.16666667,Tomites,NR,62,4,0,val2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
